experiment,subject,condition,total_trial_num,block_num,image_name,is_right
1A,p541886,low,18,3,low_A_010,1
1A,p541886,low,19,3,low_B_110,0
1A,p541886,low,20,3,low_B_101,0
1A,p541886,low,21,3,low_A_000,0
1A,p541886,low,22,3,low_B_111,1
1A,p541886,low,23,3,low_A_001,1
1A,p541886,low,24,3,low_B_111,1
1A,p551916,low,1,1,low_A_010,1
1A,p551916,low,2,1,low_A_000,0
1A,p551916,low,3,1,low_B_111,0
1A,p551916,low,4,1,low_B_110,0
1A,p551916,low,5,1,low_A_000,0
1A,p551916,low,6,1,low_A_001,1
1A,p551916,low,7,1,low_B_101,0
1A,p551916,low,8,1,low_B_111,1
1A,p551916,low,9,2,low_A_000,0
1A,p551916,low,10,2,low_A_010,0
1A,p551916,low,11,2,low_A_000,0
1A,p551916,low,12,2,low_A_001,1
1A,p551916,low,13,2,low_B_101,1
1A,p551916,low,14,2,low_B_111,1
1A,p551916,low,15,2,low_B_110,0
1A,p551916,low,16,2,low_B_111,0
1A,p551916,low,17,3,low_B_110,0
1A,p551916,low,18,3,low_B_101,0
1A,p551916,low,19,3,low_B_111,1
1A,p551916,low,20,3,low_A_000,1
1A,p551916,low,21,3,low_B_111,1
1A,p551916,low,22,3,low_A_001,1
1A,p551916,low,23,3,low_A_000,0
1A,p551916,low,24,3,low_A_010,0
1A,p590566,high,1,1,high_B_110,0
1A,p590566,high,2,1,high_B_111,1
1A,p590566,high,3,1,high_B_111,1
1A,p590566,high,4,1,high_A_001,0
1A,p590566,high,5,1,high_B_101,1
1A,p590566,high,6,1,high_A_010,1
1A,p590566,high,7,1,high_A_000,1
1A,p590566,high,8,1,high_A_000,1
1A,p590566,high,9,2,high_A_001,0
1A,p590566,high,10,2,high_B_110,0
1A,p590566,high,11,2,high_B_111,1
1A,p590566,high,12,2,high_B_101,1
1A,p590566,high,13,2,high_A_010,1
1A,p590566,high,14,2,high_A_000,1
1A,p590566,high,15,2,high_B_111,1
1A,p590566,high,16,2,high_A_000,1
1A,p590566,high,17,3,high_A_010,1
1A,p590566,high,18,3,high_A_001,0
1A,p590566,high,19,3,high_B_110,0
1A,p590566,high,20,3,high_A_000,1
1A,p590566,high,21,3,high_B_101,1
1A,p590566,high,22,3,high_A_000,1
1A,p590566,high,23,3,high_B_111,1
1A,p590566,high,24,3,high_B_111,1
1A,p590888,high,1,1,high_A_001,1
1A,p590888,high,2,1,high_A_010,1
1A,p590888,high,3,1,high_B_110,0
1A,p590888,high,4,1,high_A_000,1
1A,p590888,high,5,1,high_B_111,1
1A,p590888,high,6,1,high_B_111,1
1A,p590888,high,7,1,high_A_000,1
1A,p590888,high,8,1,high_B_101,1
1A,p590888,high,9,2,high_A_001,1
1A,p590888,high,10,2,high_A_000,1
1A,p590888,high,11,2,high_B_101,1
1A,p590888,high,12,2,high_A_000,1
1A,p590888,high,13,2,high_B_111,1
1A,p590888,high,14,2,high_A_010,1
1A,p590888,high,15,2,high_B_110,1
1A,p590888,high,16,2,high_B_111,1
1A,p590888,high,17,3,high_B_111,1
1A,p590888,high,18,3,high_A_000,1
1A,p590888,high,19,3,high_B_111,1
1A,p590888,high,20,3,high_A_001,1
1A,p590888,high,21,3,high_B_101,1
1A,p590888,high,22,3,high_B_110,1
1A,p590888,high,23,3,high_A_010,1
1A,p590888,high,24,3,high_A_000,1
1A,p603987,high,1,1,high_B_110,0
1A,p603987,high,2,1,high_A_001,1
1A,p603987,high,3,1,high_B_111,1
1A,p603987,high,4,1,high_A_000,1
1A,p603987,high,5,1,high_B_101,0
1A,p603987,high,6,1,high_A_010,0
1A,p603987,high,7,1,high_A_000,1
1A,p603987,high,8,1,high_B_111,1
1A,p603987,high,9,2,high_B_111,1
1A,p603987,high,10,2,high_B_111,1
1A,p603987,high,11,2,high_A_010,1
1A,p603987,high,12,2,high_B_101,1
1A,p603987,high,13,2,high_A_000,1
1A,p603987,high,14,2,high_A_000,1
1A,p603987,high,15,2,high_A_001,0
1A,p603987,high,16,2,high_B_110,1
1A,p603987,high,17,3,high_B_110,1
1A,p603987,high,18,3,high_B_101,1
1A,p603987,high,19,3,high_B_111,1
1A,p603987,high,20,3,high_A_001,1
1A,p603987,high,21,3,high_A_000,1
1A,p603987,high,22,3,high_A_000,1
1A,p603987,high,23,3,high_B_111,1
1A,p603987,high,24,3,high_A_010,1
1A,p636965,low,1,1,low_B_110,0
1A,p636965,low,2,1,low_A_001,0
1A,p636965,low,3,1,low_A_000,1
1A,p636965,low,4,1,low_B_111,0
1A,p636965,low,5,1,low_A_000,0
1A,p636965,low,6,1,low_B_111,0
1A,p636965,low,7,1,low_B_101,0
1A,p636965,low,8,1,low_A_010,1
1A,p636965,low,9,2,low_B_111,0
1A,p636965,low,10,2,low_A_010,1
1A,p636965,low,11,2,low_A_001,0
1A,p636965,low,12,2,low_B_101,0
1A,p636965,low,13,2,low_A_000,1
1A,p636965,low,14,2,low_A_000,1
1A,p636965,low,15,2,low_B_110,1
1A,p636965,low,16,2,low_B_111,1
1A,p636965,low,17,3,low_B_110,0
1A,p636965,low,18,3,low_A_000,1
1A,p636965,low,19,3,low_A_010,0
1A,p636965,low,20,3,low_B_101,1
1A,p636965,low,21,3,low_B_111,0
1A,p636965,low,22,3,low_A_001,1
1A,p636965,low,23,3,low_B_111,1
1A,p636965,low,24,3,low_A_000,1
1A,p653924,high,1,1,high_A_000,1
1A,p653924,high,2,1,high_A_000,1
1A,p653924,high,3,1,high_B_111,1
1A,p653924,high,4,1,high_B_110,0
1A,p653924,high,5,1,high_A_001,1
1A,p653924,high,6,1,high_B_111,1
1A,p653924,high,7,1,high_A_010,1
1A,p653924,high,8,1,high_B_101,1
1A,p653924,high,9,2,high_B_110,1
1A,p653924,high,10,2,high_A_000,1
1A,p653924,high,11,2,high_A_000,1
1A,p653924,high,12,2,high_B_111,1
1A,p653924,high,13,2,high_B_101,1
1A,p653924,high,14,2,high_B_111,1
1A,p653924,high,15,2,high_A_010,1
1A,p653924,high,16,2,high_A_001,1
1A,p653924,high,17,3,high_B_111,1
1A,p653924,high,18,3,high_B_110,1
1A,p653924,high,19,3,high_B_101,1
1A,p653924,high,20,3,high_A_000,1
1A,p653924,high,21,3,high_A_001,1
1A,p653924,high,22,3,high_B_111,1
1A,p653924,high,23,3,high_A_000,1
1A,p653924,high,24,3,high_A_010,1
1A,p705771,high,1,1,high_A_010,1
1A,p705771,high,2,1,high_A_000,0
1A,p705771,high,3,1,high_B_111,0
1A,p705771,high,4,1,high_B_110,0
1A,p705771,high,5,1,high_A_001,1
1A,p705771,high,6,1,high_B_111,0
1A,p705771,high,7,1,high_B_101,1
1A,p705771,high,8,1,high_A_000,1
1A,p705771,high,9,2,high_B_111,1
1A,p705771,high,10,2,high_B_111,0
1A,p705771,high,11,2,high_A_000,1
1A,p705771,high,12,2,high_B_101,1
1A,p705771,high,13,2,high_B_110,0
1A,p705771,high,14,2,high_A_001,1
1A,p705771,high,15,2,high_A_010,0
1A,p705771,high,16,2,high_A_000,1
1A,p705771,high,17,3,high_B_111,0
1A,p705771,high,18,3,high_A_001,0
1A,p705771,high,19,3,high_A_000,1
1A,p705771,high,20,3,high_B_101,1
1A,p705771,high,21,3,high_A_000,1
1A,p705771,high,22,3,high_B_111,0
1A,p705771,high,23,3,high_B_110,0
1A,p705771,high,24,3,high_A_010,1
1A,p732251,high,1,1,high_A_000,1
1A,p732251,high,2,1,high_B_111,1
1A,p732251,high,3,1,high_A_000,1
1A,p732251,high,4,1,high_A_010,1
1A,p732251,high,5,1,high_B_101,1
1A,p732251,high,6,1,high_B_110,0
1A,p732251,high,7,1,high_B_111,1
1A,p732251,high,8,1,high_A_001,1
1A,p732251,high,9,2,high_A_010,1
1A,p732251,high,10,2,high_A_000,1
1A,p732251,high,11,2,high_B_111,1
1A,p732251,high,12,2,high_A_001,1
1A,p732251,high,13,2,high_A_000,1
1A,p732251,high,14,2,high_B_101,1
1A,p732251,high,15,2,high_B_110,1
1A,p732251,high,16,2,high_B_111,1
1A,p732251,high,17,3,high_A_001,1
1A,p732251,high,18,3,high_B_110,1
1A,p732251,high,19,3,high_A_000,1
1A,p732251,high,20,3,high_A_010,1
1A,p732251,high,21,3,high_B_111,1
1A,p732251,high,22,3,high_A_000,1
1A,p732251,high,23,3,high_B_111,1
1A,p732251,high,24,3,high_B_101,1
1A,p733783,low,1,1,low_A_001,1
1A,p733783,low,2,1,low_A_000,1
1A,p733783,low,3,1,low_B_101,0
1A,p733783,low,4,1,low_B_110,0
1A,p733783,low,5,1,low_B_111,1
1A,p733783,low,6,1,low_A_010,0
1A,p733783,low,7,1,low_B_111,0
1A,p733783,low,8,1,low_A_000,1
1A,p733783,low,9,2,low_B_111,1
1A,p733783,low,10,2,low_B_110,1
1A,p733783,low,11,2,low_A_000,1
1A,p733783,low,12,2,low_A_010,0
1A,p733783,low,13,2,low_A_000,1
1A,p733783,low,14,2,low_A_001,1
1A,p733783,low,15,2,low_B_101,0
1A,p733783,low,16,2,low_B_111,1
1A,p733783,low,17,3,low_B_111,1
1A,p733783,low,18,3,low_B_110,1
1A,p733783,low,19,3,low_A_010,0
1A,p733783,low,20,3,low_A_000,1
1A,p733783,low,21,3,low_A_000,1
1A,p733783,low,22,3,low_B_111,1
1A,p733783,low,23,3,low_A_001,1
1A,p733783,low,24,3,low_B_101,0
1A,p774924,low,1,1,low_A_000,0
1A,p774924,low,2,1,low_A_001,0
1A,p774924,low,3,1,low_B_101,1
1A,p774924,low,4,1,low_A_010,1
1A,p774924,low,5,1,low_B_111,0
1A,p774924,low,6,1,low_B_111,1
1A,p774924,low,7,1,low_A_000,1
1A,p774924,low,8,1,low_B_110,1
1A,p774924,low,9,2,low_B_110,1
1A,p774924,low,10,2,low_B_101,0
1A,p774924,low,11,2,low_A_001,0
1A,p774924,low,12,2,low_B_111,1
1A,p774924,low,13,2,low_A_000,1
1A,p774924,low,14,2,low_A_000,1
1A,p774924,low,15,2,low_A_010,1
1A,p774924,low,16,2,low_B_111,1
1A,p774924,low,17,3,low_B_111,1
1A,p774924,low,18,3,low_B_101,1
1A,p774924,low,19,3,low_A_000,1
1A,p774924,low,20,3,low_B_110,1
1A,p774924,low,21,3,low_B_111,1
1A,p774924,low,22,3,low_A_010,1
1A,p774924,low,23,3,low_A_001,1
1A,p774924,low,24,3,low_A_000,1
1A,p775527,low,1,1,low_B_111,0
1A,p775527,low,2,1,low_B_101,0
1A,p775527,low,3,1,low_A_010,0
1A,p775527,low,4,1,low_B_110,0
1A,p775527,low,5,1,low_A_000,1
1A,p775527,low,6,1,low_A_000,1
1A,p775527,low,7,1,low_B_111,0
1A,p775527,low,8,1,low_A_001,1
1A,p775527,low,9,2,low_A_000,1
1A,p775527,low,10,2,low_B_101,0
1A,p775527,low,11,2,low_A_000,1
1A,p775527,low,12,2,low_B_111,1
1A,p775527,low,13,2,low_A_001,1
1A,p775527,low,14,2,low_B_110,0
1A,p775527,low,15,2,low_B_111,0
1A,p775527,low,16,2,low_A_010,0
1A,p775527,low,17,3,low_A_010,1
1A,p775527,low,18,3,low_A_000,1
1A,p775527,low,19,3,low_A_000,1
1A,p775527,low,20,3,low_A_001,0
1A,p775527,low,21,3,low_B_111,0
1A,p775527,low,22,3,low_B_111,1
1A,p775527,low,23,3,low_B_101,1
1A,p775527,low,24,3,low_B_110,0
1A,p797315,low,1,1,low_B_111,0
1A,p797315,low,2,1,low_A_000,1
1A,p797315,low,3,1,low_A_010,0
1A,p797315,low,4,1,low_B_101,1
1A,p797315,low,5,1,low_A_000,1
1A,p797315,low,6,1,low_B_111,0
1A,p797315,low,7,1,low_A_001,1
1A,p797315,low,8,1,low_B_110,1
1A,p797315,low,9,2,low_A_000,1
1A,p797315,low,10,2,low_B_111,1
1A,p797315,low,11,2,low_B_101,0
1A,p797315,low,12,2,low_B_111,1
1A,p797315,low,13,2,low_B_110,1
1A,p797315,low,14,2,low_A_000,1
1A,p797315,low,15,2,low_A_010,0
1A,p797315,low,16,2,low_A_001,1
1A,p797315,low,17,3,low_A_001,1
1A,p797315,low,18,3,low_B_110,1
1A,p797315,low,19,3,low_B_101,1
1A,p797315,low,20,3,low_B_111,1
1A,p797315,low,21,3,low_A_000,1
1A,p797315,low,22,3,low_B_111,1
1A,p797315,low,23,3,low_A_000,1
1A,p797315,low,24,3,low_A_010,1
1A,p83212,high,1,1,high_B_110,0
1A,p83212,high,2,1,high_A_000,0
1A,p83212,high,3,1,high_A_001,1
1A,p83212,high,4,1,high_B_111,1
1A,p83212,high,5,1,high_B_101,0
1A,p83212,high,6,1,high_A_010,0
1A,p83212,high,7,1,high_B_111,1
1A,p83212,high,8,1,high_A_000,1
1A,p83212,high,9,2,high_A_001,1
1A,p83212,high,10,2,high_A_000,1
1A,p83212,high,11,2,high_B_111,1
1A,p83212,high,12,2,high_A_010,1
1A,p83212,high,13,2,high_B_110,1
1A,p83212,high,14,2,high_B_111,1
1A,p83212,high,15,2,high_A_000,1
1A,p83212,high,16,2,high_B_101,1
1A,p83212,high,17,3,high_B_111,1
1A,p83212,high,18,3,high_A_010,1
1A,p83212,high,19,3,high_A_001,1
1A,p83212,high,20,3,high_B_110,1
1A,p83212,high,21,3,high_B_101,1
1A,p83212,high,22,3,high_A_000,1
1A,p83212,high,23,3,high_A_000,1
1A,p83212,high,24,3,high_B_111,1
1A,p84535,high,1,1,high_B_101,1
1A,p84535,high,2,1,high_A_010,0
1A,p84535,high,3,1,high_B_110,1
1A,p84535,high,4,1,high_B_111,1
1A,p84535,high,5,1,high_A_000,1
1A,p84535,high,6,1,high_A_000,1
1A,p84535,high,7,1,high_B_111,1
1A,p84535,high,8,1,high_A_001,1
1A,p84535,high,9,2,high_B_111,1
1A,p84535,high,10,2,high_B_111,1
1A,p84535,high,11,2,high_A_000,1
1A,p84535,high,12,2,high_B_101,1
1A,p84535,high,13,2,high_A_001,1
1A,p84535,high,14,2,high_B_110,1
1A,p84535,high,15,2,high_A_010,1
1A,p84535,high,16,2,high_A_000,1
1A,p84535,high,17,3,high_B_111,1
1A,p84535,high,18,3,high_A_001,1
1A,p84535,high,19,3,high_A_000,1
1A,p84535,high,20,3,high_A_010,1
1A,p84535,high,21,3,high_A_000,1
1A,p84535,high,22,3,high_B_110,1
1A,p84535,high,23,3,high_B_111,1
1A,p84535,high,24,3,high_B_101,1
1A,p870430,high,1,1,high_A_001,0
1A,p870430,high,2,1,high_B_101,0
1A,p870430,high,3,1,high_B_111,0
1A,p870430,high,4,1,high_A_000,1
1A,p870430,high,5,1,high_A_000,1
1A,p870430,high,6,1,high_B_111,0
1A,p870430,high,7,1,high_A_010,1
1A,p870430,high,8,1,high_B_110,1
1A,p870430,high,9,2,high_A_000,0
1A,p870430,high,10,2,high_A_010,1
1A,p870430,high,11,2,high_B_111,0
1A,p870430,high,12,2,high_B_101,1
1A,p870430,high,13,2,high_B_110,0
1A,p870430,high,14,2,high_B_111,0
1A,p870430,high,15,2,high_A_000,1
1A,p870430,high,16,2,high_A_001,1
1A,p870430,high,17,3,high_A_000,1
1A,p870430,high,18,3,high_A_001,1
1A,p870430,high,19,3,high_A_010,0
1A,p870430,high,20,3,high_B_101,1
1A,p870430,high,21,3,high_B_110,0
1A,p870430,high,22,3,high_B_111,0
1A,p870430,high,23,3,high_A_000,0
1A,p870430,high,24,3,high_B_111,1
1A,p884210,low,1,1,low_A_000,1
1A,p884210,low,2,1,low_B_111,1
1A,p884210,low,3,1,low_B_101,1
1A,p884210,low,4,1,low_B_110,0
1A,p884210,low,5,1,low_A_010,0
1A,p884210,low,6,1,low_A_000,1
1A,p884210,low,7,1,low_B_111,1
1A,p884210,low,8,1,low_A_001,0
1A,p884210,low,9,2,low_A_010,1
1A,p884210,low,10,2,low_B_110,1
1A,p884210,low,11,2,low_B_101,1
1A,p884210,low,12,2,low_B_111,1
1A,p884210,low,13,2,low_A_000,1
1A,p884210,low,14,2,low_A_001,1
1A,p884210,low,15,2,low_A_000,1
1A,p884210,low,16,2,low_B_111,1
1A,p884210,low,17,3,low_B_110,1
1A,p884210,low,18,3,low_B_111,1
1A,p884210,low,19,3,low_A_001,1
1A,p884210,low,20,3,low_A_000,1
1A,p884210,low,21,3,low_A_010,1
1A,p884210,low,22,3,low_A_000,1
1A,p884210,low,23,3,low_B_101,1
1A,p884210,low,24,3,low_B_111,1
1A,p895820,low,1,1,low_B_111,1
1A,p895820,low,2,1,low_A_000,1
1A,p895820,low,3,1,low_A_000,1
1A,p895820,low,4,1,low_B_111,1
1A,p895820,low,5,1,low_B_101,0
1A,p895820,low,6,1,low_A_010,0
1A,p895820,low,7,1,low_A_001,0
1A,p895820,low,8,1,low_B_110,1
1A,p895820,low,9,2,low_B_111,1
1A,p895820,low,10,2,low_B_111,1
1A,p895820,low,11,2,low_A_010,0
1A,p895820,low,12,2,low_A_000,1
1A,p895820,low,13,2,low_A_000,1
1A,p895820,low,14,2,low_B_110,0
1A,p895820,low,15,2,low_A_001,1
1A,p895820,low,16,2,low_B_101,1
1A,p895820,low,17,3,low_A_000,1
1A,p895820,low,18,3,low_B_110,0
1A,p895820,low,19,3,low_B_101,1
1A,p895820,low,20,3,low_B_111,0
1A,p895820,low,21,3,low_B_111,1
1A,p895820,low,22,3,low_A_000,0
1A,p895820,low,23,3,low_A_010,0
1A,p895820,low,24,3,low_A_001,1
1A,p919764,low,1,1,low_B_110,0
1A,p919764,low,2,1,low_A_010,0
1A,p919764,low,3,1,low_A_000,0
1A,p919764,low,4,1,low_A_000,0
1A,p919764,low,5,1,low_B_111,0
1A,p919764,low,6,1,low_B_101,1
1A,p919764,low,7,1,low_B_111,1
1A,p919764,low,8,1,low_A_001,0
1A,p919764,low,9,2,low_B_101,1
1A,p919764,low,10,2,low_A_000,0
1A,p919764,low,11,2,low_B_111,0
1A,p919764,low,12,2,low_A_010,0
1A,p919764,low,13,2,low_A_000,1
1A,p919764,low,14,2,low_B_110,0
1A,p919764,low,15,2,low_A_001,1
1A,p919764,low,16,2,low_B_111,1
1A,p919764,low,17,3,low_A_000,1
1A,p919764,low,18,3,low_A_010,1
1A,p919764,low,19,3,low_B_110,1
1A,p919764,low,20,3,low_B_101,1
1A,p919764,low,21,3,low_A_001,1
1A,p919764,low,22,3,low_B_111,0
1A,p919764,low,23,3,low_B_111,1
1A,p919764,low,24,3,low_A_000,0
1A,p949615,high,1,1,high_B_110,0
1A,p949615,high,2,1,high_B_101,0
1A,p949615,high,3,1,high_A_000,0
1A,p949615,high,4,1,high_A_010,1
1A,p949615,high,5,1,high_A_000,1
1A,p949615,high,6,1,high_A_001,0
1A,p949615,high,7,1,high_B_111,1
1A,p949615,high,8,1,high_B_111,1
1A,p949615,high,9,2,high_B_111,1
1A,p949615,high,10,2,high_A_001,1
1A,p949615,high,11,2,high_A_010,0
1A,p949615,high,12,2,high_A_000,1
1A,p949615,high,13,2,high_B_111,1
1A,p949615,high,14,2,high_B_101,1
1A,p949615,high,15,2,high_B_110,1
1A,p949615,high,16,2,high_A_000,1
1A,p949615,high,17,3,high_A_000,1
1A,p949615,high,18,3,high_B_110,1
1A,p949615,high,19,3,high_A_000,1
1A,p949615,high,20,3,high_A_001,1
1A,p949615,high,21,3,high_B_111,1
1A,p949615,high,22,3,high_A_010,1
1A,p949615,high,23,3,high_B_111,1
1A,p949615,high,24,3,high_B_101,0
1A,p950416,high,1,1,high_B_101,0
1A,p950416,high,2,1,high_A_010,1
1A,p950416,high,3,1,high_A_001,0
1A,p950416,high,4,1,high_B_111,1
1A,p950416,high,5,1,high_A_000,1
1A,p950416,high,6,1,high_B_110,1
1A,p950416,high,7,1,high_B_111,1
1A,p950416,high,8,1,high_A_000,1
1A,p950416,high,9,2,high_B_111,1
1A,p950416,high,10,2,high_A_010,1
1A,p950416,high,11,2,high_B_111,1
1A,p950416,high,12,2,high_B_101,1
1A,p950416,high,13,2,high_A_001,1
1A,p950416,high,14,2,high_B_110,1
1A,p950416,high,15,2,high_A_000,1
1A,p950416,high,16,2,high_A_000,1
1A,p950416,high,17,3,high_A_001,1
1A,p950416,high,18,3,high_A_000,1
1A,p950416,high,19,3,high_B_110,1
1A,p950416,high,20,3,high_B_111,1
1A,p950416,high,21,3,high_A_010,1
1A,p950416,high,22,3,high_A_000,1
1A,p950416,high,23,3,high_B_101,1
1A,p950416,high,24,3,high_B_111,1
1A,p965102,high,1,1,high_A_000,1
1A,p965102,high,2,1,high_B_111,1
1A,p965102,high,3,1,high_B_110,1
1A,p965102,high,4,1,high_B_101,1
1A,p965102,high,5,1,high_B_111,1
1A,p965102,high,6,1,high_A_001,1
1A,p965102,high,7,1,high_A_000,1
1A,p965102,high,8,1,high_A_010,1
1A,p965102,high,9,2,high_A_000,1
1A,p965102,high,10,2,high_B_101,1
1A,p965102,high,11,2,high_A_010,1
1A,p965102,high,12,2,high_A_000,1
1A,p965102,high,13,2,high_B_110,1
1A,p965102,high,14,2,high_B_111,1
1A,p965102,high,15,2,high_B_111,1
1A,p965102,high,16,2,high_A_001,1
1A,p965102,high,17,3,high_B_111,1
1A,p965102,high,18,3,high_A_000,1
1A,p965102,high,19,3,high_A_000,1
1A,p965102,high,20,3,high_A_001,1
1A,p965102,high,21,3,high_B_111,1
1A,p965102,high,22,3,high_B_110,1
1A,p965102,high,23,3,high_B_101,1
1A,p965102,high,24,3,high_A_010,1
1A,p975756,low,1,1,low_A_001,0
1A,p975756,low,2,1,low_B_111,1
1A,p975756,low,3,1,low_A_000,1
1A,p975756,low,4,1,low_A_000,1
1A,p975756,low,5,1,low_A_010,0
1A,p975756,low,6,1,low_B_101,1
1A,p975756,low,7,1,low_B_111,1
1A,p975756,low,8,1,low_B_110,1
1A,p975756,low,9,2,low_B_111,1
1A,p975756,low,10,2,low_B_101,0
1A,p975756,low,11,2,low_A_010,0
1A,p975756,low,12,2,low_B_110,1
1A,p975756,low,13,2,low_A_001,1
1A,p975756,low,14,2,low_B_111,1
1A,p975756,low,15,2,low_A_000,1
1A,p975756,low,16,2,low_A_000,1
1A,p975756,low,17,3,low_A_001,1
1A,p975756,low,18,3,low_B_110,1
1A,p975756,low,19,3,low_B_101,0
1A,p975756,low,20,3,low_A_010,0
1A,p975756,low,21,3,low_B_111,0
1A,p975756,low,22,3,low_A_000,1
1A,p975756,low,23,3,low_B_111,1
1A,p975756,low,24,3,low_A_000,1
1B,p118304,high,1,1,high_B_101,1
1B,p118304,high,2,1,high_B_110,0
1B,p118304,high,3,1,high_B_111,0
1B,p118304,high,4,1,high_A_010,0
1B,p118304,high,5,1,high_A_001,0
1B,p118304,high,6,1,high_A_000,1
1B,p118304,high,7,1,high_B_111,1
1B,p118304,high,8,1,high_A_000,1
1B,p118304,high,9,2,high_A_000,1
1B,p118304,high,10,2,high_A_000,1
1B,p118304,high,11,2,high_A_001,0
1B,p118304,high,12,2,high_B_101,1
1B,p118304,high,13,2,high_A_010,1
1B,p118304,high,14,2,high_B_111,1
1B,p118304,high,15,2,high_B_111,1
1B,p118304,high,16,2,high_B_110,0
1B,p118304,high,17,3,high_A_000,1
1B,p118304,high,18,3,high_A_001,0
1B,p118304,high,19,3,high_B_111,1
1B,p118304,high,20,3,high_B_101,1
1B,p118304,high,21,3,high_A_010,1
1B,p118304,high,22,3,high_B_111,1
1B,p118304,high,23,3,high_B_110,0
1B,p118304,high,24,3,high_A_000,1
1B,p144198,low,1,1,low_A_000,1
1B,p144198,low,2,1,low_B_111,1
1B,p144198,low,3,1,low_B_101,0
1B,p144198,low,4,1,low_A_010,1
1B,p144198,low,5,1,low_B_111,1
1B,p144198,low,6,1,low_A_001,0
1B,p144198,low,7,1,low_A_000,1
1B,p144198,low,8,1,low_B_110,1
1B,p144198,low,9,2,low_B_111,1
1B,p144198,low,10,2,low_A_000,1
1B,p144198,low,11,2,low_B_111,1
1B,p144198,low,12,2,low_A_001,1
1B,p144198,low,13,2,low_B_110,0
1B,p144198,low,14,2,low_A_000,1
1B,p144198,low,15,2,low_B_101,1
1B,p144198,low,16,2,low_A_010,1
1B,p144198,low,17,3,low_B_101,1
1B,p144198,low,18,3,low_B_111,1
1B,p144198,low,19,3,low_A_010,1
1B,p144198,low,20,3,low_A_001,1
1B,p144198,low,21,3,low_B_111,1
1B,p144198,low,22,3,low_B_110,0
1B,p144198,low,23,3,low_A_000,1
1B,p144198,low,24,3,low_A_000,1
1B,p152554,high,1,1,high_A_010,1
1B,p152554,high,2,1,high_A_001,1
1B,p152554,high,3,1,high_A_000,1
1B,p152554,high,4,1,high_A_000,1
1B,p152554,high,5,1,high_B_111,0
1B,p152554,high,6,1,high_B_101,1
1B,p152554,high,7,1,high_B_110,1
1B,p152554,high,8,1,high_B_111,1
1B,p152554,high,9,2,high_A_000,1
1B,p152554,high,10,2,high_B_111,1
1B,p152554,high,11,2,high_A_010,0
1B,p152554,high,12,2,high_B_101,1
1B,p152554,high,13,2,high_B_110,0
1B,p152554,high,14,2,high_A_001,0
1B,p152554,high,15,2,high_A_000,1
1B,p152554,high,16,2,high_B_111,0
1B,p152554,high,17,3,high_B_110,1
1B,p152554,high,18,3,high_A_000,1
1B,p152554,high,19,3,high_B_111,1
1B,p152554,high,20,3,high_B_111,1
1B,p152554,high,21,3,high_A_000,1
1B,p152554,high,22,3,high_A_010,0
1B,p152554,high,23,3,high_B_101,1
1B,p152554,high,24,3,high_A_001,1
1B,p196101,high,1,1,high_B_110,0
1B,p196101,high,2,1,high_A_010,1
1B,p196101,high,3,1,high_A_000,1
1B,p196101,high,4,1,high_A_000,1
1B,p196101,high,5,1,high_B_111,1
1B,p196101,high,6,1,high_A_001,1
1B,p196101,high,7,1,high_B_101,1
1B,p196101,high,8,1,high_B_111,1
1B,p196101,high,9,2,high_B_111,1
1B,p196101,high,10,2,high_B_110,0
1B,p196101,high,11,2,high_B_111,1
1B,p196101,high,12,2,high_A_001,0
1B,p196101,high,13,2,high_A_000,1
1B,p196101,high,14,2,high_A_010,0
1B,p196101,high,15,2,high_B_101,1
1B,p196101,high,16,2,high_A_000,1
1B,p196101,high,17,3,high_A_000,1
1B,p196101,high,18,3,high_A_001,0
1B,p196101,high,19,3,high_B_101,1
1B,p196101,high,20,3,high_A_010,0
1B,p196101,high,21,3,high_B_111,1
1B,p196101,high,22,3,high_B_111,1
1B,p196101,high,23,3,high_A_000,1
1B,p196101,high,24,3,high_B_110,1
1B,p201158,low,1,1,low_A_000,1
1B,p201158,low,2,1,low_B_111,1
1B,p201158,low,3,1,low_A_000,1
1B,p201158,low,4,1,low_B_110,1
1B,p201158,low,5,1,low_B_111,1
1B,p201158,low,6,1,low_A_010,1
1B,p201158,low,7,1,low_B_101,1
1B,p201158,low,8,1,low_A_001,0
1B,p201158,low,9,2,low_B_111,1
1B,p201158,low,10,2,low_A_000,1
1B,p201158,low,11,2,low_A_001,1
1B,p201158,low,12,2,low_B_110,1
1B,p201158,low,13,2,low_A_000,1
1B,p201158,low,14,2,low_B_101,0
1B,p201158,low,15,2,low_A_010,0
1B,p201158,low,16,2,low_B_111,0
1B,p201158,low,17,3,low_A_000,1
1B,p201158,low,18,3,low_B_110,1
1B,p201158,low,19,3,low_B_111,0
1B,p201158,low,20,3,low_A_010,1
1B,p201158,low,21,3,low_A_000,0
1B,p201158,low,22,3,low_A_001,1
1B,p201158,low,23,3,low_B_101,0
1B,p201158,low,24,3,low_B_111,1
1B,p251781,low,1,1,low_B_111,0
1B,p251781,low,2,1,low_A_001,1
1B,p251781,low,3,1,low_B_101,0
1B,p251781,low,4,1,low_B_110,1
1B,p251781,low,5,1,low_B_111,1
1B,p251781,low,6,1,low_A_000,1
1B,p251781,low,7,1,low_A_000,1
1B,p251781,low,8,1,low_A_010,1
1B,p251781,low,9,2,low_B_101,1
1B,p251781,low,10,2,low_A_010,1
